Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10118173;2-Zespół pasteryzatora ciemnego;31.12.9999;PLPA
10118174;2-Zespół pasteryzatora ciemnego;31.12.9999;PLPA
10118175;2-Zespół pasteryzatora ciemnego 2;31.12.9999;PLPA
10118176;3-Zespół pompowy do pasteryzatora 2;31.12.9999;PLPA
10118177;4-Pompa 2;31.12.9999;PLPA
10118178;4-Osprzęt zespołu pompowego;31.12.9999;PLPA
10118179;2-Zespół pasteryzatora jasnego 1;31.12.9999;PLPA
10118180;2-Zespół pasteryzatora jasnego 2;31.12.9999;PLPA
10118181;3-Zespół pompowy do pasteryzatora 2;31.12.9999;PLPA
10118182;4-Pompa 2;31.12.9999;PLPA
10118183;4-Osprzęt zespołu pompowego;31.12.9999;PLPA
10118184;1 - Zespół cięcia wafla 1;31.12.9999;PLPA
10118185;1 - Zespół cięcia wafla 2;31.12.9999;PLPA
10118186;1-Instalacja technologiczna kremu;31.12.9999;PLPA
10118187;1-Instalacja technologiczna polewy;31.12.9999;PLPA
10118188;2-Zbiornik kremu;31.12.9999;PLPA
10118189;3-Sito wibracyjne;31.12.9999;PLPA
10118190;2-Temperówka kremu;31.12.9999;PLPA
10118191;2-Zespół pompowy do temperówki;31.12.9999;PLPA
10118192;3-Pompa;31.12.9999;PLPA
10118193;3-Osprzęt pompy;31.12.9999;PLPA
10118194;2-Instalacja grzewcza wody;31.12.9999;PLPA
10118195;2-Zbiornik kremu z prepacji;31.12.9999;PLPA
10118196;2-Zbiornik polewy z preparacji;31.12.9999;PLPA
10118197;3-Sito wibracyjne;31.12.9999;PLPA
10118198;2-Temperówka polewy;31.12.9999;PLPA
10118199;2-Zespół pompowy do temperówki 1.1;31.12.9999;PLPA
10118200;2-Zespół pompowy do temperówki 1.2;31.12.9999;PLPA
10118201;2-Instalacja grzewcza;31.12.9999;PLPA
10118202;3-Pompa;31.12.9999;PLPA
10118203;3-Osprzęt pompy;31.12.9999;PLPA
10118204;3-Pompa;31.12.9999;PLPA
10118205;3-Osprzęt pompy;31.12.9999;PLPA
10118206;1-Instalacja technologiczna polewy 2;31.12.9999;PLPA
10118207;2-Zbiornik polewy 2.1;31.12.9999;PLPA
10118208;2-Zbiornik polewy;31.12.9999;PLPA
10118209;2-Temperówka polewy;31.12.9999;PLPA
10118210;2-Zespół pompowy do temperówki 2.1;31.12.9999;PLPA
10118211;2-Zespół pompowy do temperówki 2.2;31.12.9999;PLPA
10118212;2-Instalacja grzewcza;31.12.9999;PLPA
10118213;3-Pompa;31.12.9999;PLPA
10118214;3-Osprzęt pompy;31.12.9999;PLPA
10118215;3-Pompa;31.12.9999;PLPA
10118216;3-Osprzęt pompy;31.12.9999;PLPA
10118217;3-Sito wibracyjne;31.12.9999;PLPA
10118218;2-Urzadzenie pobierające 1          5102;31.12.9999;PLPA
10118219;2-Urzadzenie pobierające 2          5103;31.12.9999;PLPA
10118220;2-Urzadzenie pobierające 3          5104;31.12.9999;PLPA
10118221;2-Urzadzenie pobierające 4;31.12.9999;PLPA
10118222;2-Urzadzenie pobierające 5;31.12.9999;PLPA
10118223;2-Urzadzenie pobierające 6;31.12.9999;PLPA
10118224;2-Urzadzenie pobierające 7;31.12.9999;PLPA
10118247;1-Pięciowalcarka W9203;31.12.9999;PLPA
10118248;1-Osuszacz powietrza;31.12.9999;PLPA
10118250;sekcja 1;31.12.9999;PLPA
10118252;strona średnia;31.12.9999;PLPA
10118253;sekcja 2;31.12.9999;PLPA
10118254;sekcja 2;31.12.9999;PLPA
10118262;sekcja 3;31.12.9999;PLPA
10118263;sekcja 4;31.12.9999;PLPA
10118264;strona średnia;31.12.9999;PLPA
10118265;strona średnia;31.12.9999;PLPA
10118266;strona średnia;31.12.9999;PLPA
10118267;sekcja 1;31.12.9999;PLPA
10118268;sekcja 2;31.12.9999;PLPA
10118269;sekcja 3;31.12.9999;PLPA
10118270;sekcja 4;31.12.9999;PLPA
10118271;strona średnia;31.12.9999;PLPA
10118272;strona średnia;31.12.9999;PLPA
10118273;strona średnia;31.12.9999;PLPA
10118274;strona średnia;31.12.9999;PLPA
10118275;sekcja 1;31.12.9999;PLPA
10118276;sekcja 2;31.12.9999;PLPA
10118277;strona średnia;31.12.9999;PLPA
10118278;strona średnia;31.12.9999;PLPA
10118279;sekcja 1;31.12.9999;PLPA
10118280;sekcja 2;31.12.9999;PLPA
10118281;sekcja 3;31.12.9999;PLPA
10118282;sekcja 4;31.12.9999;PLPA
10118283;strona średnia;31.12.9999;PLPA
10118284;strona średnia;31.12.9999;PLPA
10118285;strona średnia;31.12.9999;PLPA
10118286;strona średnia;31.12.9999;PLPA
10118287;sekcja 1;31.12.9999;PLPA
10118288;strona średnia;31.12.9999;PLPA
10118289;sekcja 1;31.12.9999;PLPA
10118290;sekcja 2;31.12.9999;PLPA
10118291;strona średnia;31.12.9999;PLPA
10118292;strona średnia;31.12.9999;PLPA
10118293;sekcja 1;31.12.9999;PLPA
10118294;sekcja 2;31.12.9999;PLPA
10118295;strona średnia;31.12.9999;PLPA
10118296;strona średnia;31.12.9999;PLPA
10118297;sekcja 1;31.12.9999;PLPA
10118298;sekcja 2;31.12.9999;PLPA
10118299;sekcja 3;31.12.9999;PLPA
10118300;strona średnia;31.12.9999;PLPA
10118301;strona średnia;31.12.9999;PLPA
10118302;strona średnia;31.12.9999;PLPA
10118303;sekcja 1;31.12.9999;PLPA
10118304;strona średnia;31.12.9999;PLPA
10118305;sekcja 1;31.12.9999;PLPA
10118306;sekcja 2;31.12.9999;PLPA
10118307;sekcja 3;31.12.9999;PLPA
10118308;strona średnia;31.12.9999;PLPA
10118309;strona średnia;31.12.9999;PLPA
10118310;strona średnia;31.12.9999;PLPA
10118311;sekcja 1;31.12.9999;PLPA
10118312;sekcja 2;31.12.9999;PLPA
10118313;sekcja 3;31.12.9999;PLPA
10118314;sekcja 4;31.12.9999;PLPA
10118315;strona średnia;31.12.9999;PLPA
10118316;strona średnia;31.12.9999;PLPA
10118317;strona średnia;31.12.9999;PLPA
10118318;strona średnia;31.12.9999;PLPA
10118355;transformator;31.12.9999;PLPA
10118356;strona niska;31.12.9999;PLPA
10118357;transformator;31.12.9999;PLPA
10118358;strona niska;31.12.9999;PLPA
10118359;transformator;31.12.9999;PLPA
10118360;strona niska;31.12.9999;PLPA
10118361;transformator;31.12.9999;PLPA
10118362;strona niska;31.12.9999;PLPA
10118363;transformator;31.12.9999;PLPA
10118364;strona niska;31.12.9999;PLPA
10118365;transformator;31.12.9999;PLPA
10118366;strona niska;31.12.9999;PLPA
10118367;transformator;31.12.9999;PLPA
10118368;strona niska;31.12.9999;PLPA
10118369;transformator;31.12.9999;PLPA
10118370;strona niska;31.12.9999;PLPA
10118371;transformator;31.12.9999;PLPA
10118372;strona niska;31.12.9999;PLPA
10118373;transformator;31.12.9999;PLPA
10118374;strona niska;31.12.9999;PLPA
10118375;transformator;31.12.9999;PLPA
10118376;strona niska;31.12.9999;PLPA
10118377;transformator;31.12.9999;PLPA
10118378;strona niska;31.12.9999;PLPA
10118379;transformator;31.12.9999;PLPA
10118380;strona niska;31.12.9999;PLPA
10118381;transformator;31.12.9999;PLPA
10118382;strona niska;31.12.9999;PLPA
10118383;transformator;31.12.9999;PLPA
10118384;strona niska;31.12.9999;PLPA
10118385;transformator;31.12.9999;PLPA
10118386;strona niska;31.12.9999;PLPA
10118387;transformator;31.12.9999;PLPA
10118388;strona niska;31.12.9999;PLPA
10118389;transformator;31.12.9999;PLPA
10118390;strona niska;31.12.9999;PLPA
10118391;transformator;31.12.9999;PLPA
10118392;strona niska;31.12.9999;PLPA
10118393;transformator;31.12.9999;PLPA
10118394;strona niska;31.12.9999;PLPA
10118395;transformator;31.12.9999;PLPA
10118396;strona niska;31.12.9999;PLPA
10118397;transformator;31.12.9999;PLPA
10118398;strona niska;31.12.9999;PLPA
10118399;transformator;31.12.9999;PLPA
10118400;strona niska;31.12.9999;PLPA
10118401;transformator;31.12.9999;PLPA
10118402;strona niska;31.12.9999;PLPA
10118403;transformator;31.12.9999;PLPA
10118404;strona niska;31.12.9999;PLPA
10118405;transformator;31.12.9999;PLPA
10118406;strona niska;31.12.9999;PLPA
10118407;transformator;31.12.9999;PLPA
10118408;strona niska;31.12.9999;PLPA
10118409;transformator;31.12.9999;PLPA
10118410;strona niska;31.12.9999;PLPA
10118411;transformator;31.12.9999;PLPA
10118412;strona niska;31.12.9999;PLPA
10118413;transformator;31.12.9999;PLPA
10118414;strona niska;31.12.9999;PLPA
10118467;2-Wypychacz odpadu z form;31.12.9999;PLPA
10118563;3-Matryca nr 47;31.12.9999;PLPA
10118564;3-Matryca nr 39;31.12.9999;PLPA
10118582;2-Transporter modułowy cukierka 005109/2;31.12.9999;PLPA
10118583;2-Przekładacz FANUC 1;31.12.9999;PLPA
10118584;2-Transporter główny wejści.    003230/1;31.12.9999;PLPA
10118585;2-Zespół zasilania dolnej folii 003230/2;31.12.9999;PLPA
10118586;3-Wycinarka dolnej folii      003230/2.1;31.12.9999;PLPA
10118587;3-Przekładacz dolnej folii    003230/2.2;31.12.9999;PLPA
10118588;2-Zespół zasilania górnej folii 003230/3;31.12.9999;PLPA
10118589;3-Wycinarka górnej folii      003230/3.1;31.12.9999;PLPA
10118590;3-Przekładacz górnej folii    003230/3.2;31.12.9999;PLPA
10118591;2-Zgrzewarka wstępna            003230/4;31.12.9999;PLPA
10118592;2-Zgrzewarka główna             003230/5;31.12.9999;PLPA
10118593;2-Przekładacz navette 1         003230/6;31.12.9999;PLPA
10118594;2-Przekładacz navette 2         003230/7;31.12.9999;PLPA
10118595;2-Wypychacz cukierka (karcz.)   003230/8;31.12.9999;PLPA
10118596;2-Zgrzewarka finalna            003230/9;31.12.9999;PLPA
10118597;2-Zespół podawania pirotino    003230/10;31.12.9999;PLPA
10118598;3-Podajnik pirotino          003230/10.1;31.12.9999;PLPA
10118599;3-Głowice klejarki           003230/10.2;31.12.9999;PLPA
10118600;3-Topielnik klejów           003230/10.3;31.12.9999;PLPA
10118601;2-Transporter główny wyjści.   003230/11;31.12.9999;PLPA
10118602;2-Transporter wyjści. taśmowy  003230/12;31.12.9999;PLPA
10118603;2-Przekładacz P48              003230/13;31.12.9999;PLPA
10118604;2-Magazynek fondello           003230/14;31.12.9999;PLPA
10118605;2-Transporter 1 z Ermetico 1;31.12.9999;PLPA
10118606;2-Transporter modułowy cukierka 005110/2;31.12.9999;PLPA
10118607;2-Przekładacz FANUC 2;31.12.9999;PLPA
10118608;2-Transporter główny wejści.    003231/1;31.12.9999;PLPA
10118609;2-Zespół zasilania dolnej folii 003231/2;31.12.9999;PLPA
10118610;3-Wycinarka dolnej folii      003231/2.1;31.12.9999;PLPA
10118611;3-Przekładacz dolnej folii    003231/2.2;31.12.9999;PLPA
10118612;2-Zespół zasilania górnej folii 003231/3;31.12.9999;PLPA
10118614;3-Wycinarka górnej  folii     003231/3.1;31.12.9999;PLPA
10118615;3-Przekładacz górnej folii    003231/3.2;31.12.9999;PLPA
10118629;2-Zgrzewarka wstępna            003231/4;31.12.9999;PLPA
10118630;2-Zgrzewarka główna             003231/5;31.12.9999;PLPA
10118632;2-Przekładacz navette 1         003231/6;31.12.9999;PLPA
10118633;2-Przekładacz navette 2         003231/7;31.12.9999;PLPA
10118634;2-Wypychacz cukierka (karcz)    003231/8;31.12.9999;PLPA
10118636;2-Zgrzewarka finalna            003231/9;31.12.9999;PLPA
10118638;1-Zespół podawania pirotino;31.12.9999;PLPA
10118639;2-Zespół podawania pirotino    003231/10;31.12.9999;PLPA
10118640;2-Podajnik pirotino;31.12.9999;PLPA
10118642;3-Podajnik pirotino          003231/10.1;31.12.9999;PLPA
10118644;3-Głowice klejarki           003231/10.2;31.12.9999;PLPA
10118645;3-Topielnik klejów           003231/10.3;31.12.9999;PLPA
10118647;2-Transporter główny wyjści.   003231/11;31.12.9999;PLPA
10118649;2-Transporter wyjści. taśmowy  003231/12;31.12.9999;PLPA
10118650;2-Przekładacz P48              003231/13;31.12.9999;PLPA
10118652;2-Magazynek fondello           003231/14;31.12.9999;PLPA
10118653;2-Transporter pionowy z Ermetico 2;31.12.9999;PLPA
10118654;2-Transporter 2.2 z Ermetico 2;31.12.9999;PLPA
10118744;2-Transporter siatkowy;31.12.9999;PLPA
10118745;2-Transporter siatkowy;31.12.9999;PLPA
10118885;2-Transporter modułowy cukierka 003773/1;31.12.9999;PLPA
10118886;1-Stacja robota kartezjańskiego   003773;31.12.9999;PLPA
10118887;2-Transporter główny wejści.    003775/1;31.12.9999;PLPA
10118888;2-Zespół zasilania dolnej folii 003775/2;31.12.9999;PLPA
10118889;3-Wycinarka dolnej folii      003775/2.1;31.12.9999;PLPA
10118890;3-Przekładacz dolnej folii    003775/2.2;31.12.9999;PLPA
10118891;2-Zespół zasilania górnej folii 003775/3;31.12.9999;PLPA
10118892;3-Wycinarka górnej folii      003775/3.1;31.12.9999;PLPA
10118893;3-Przekładacz górnej folii    003775/3.2;31.12.9999;PLPA
10118894;2-Zgrzewarka wstępna            003775/4;31.12.9999;PLPA
10118895;2-Zgrzewarka główna             003775/5;31.12.9999;PLPA
10118896;2-Przekładacz navette 1         003775/6;31.12.9999;PLPA
10118897;2-Przekładacz navette 2         003775/7;31.12.9999;PLPA
10118898;2-Wypychacz cukierka (karcz.)   003775/8;31.12.9999;PLPA
10118899;2-Zgrzewarka finalna            003775/9;31.12.9999;PLPA
10118900;2-Zespół podawania pirotino    003775/10;31.12.9999;PLPA
10118901;3-Podajnik pirotino          003775/10.1;31.12.9999;PLPA
10118902;3-Głowice klejarki           003775/10.2;31.12.9999;PLPA
10118903;2-Transporter główny wyjści.   003775/11;31.12.9999;PLPA
10118904;2-Transporter wyjści. taśmowy  003775/12;31.12.9999;PLPA
10118905;2-Przekładacz P48              003775/13;31.12.9999;PLPA
10118906;2-Magazynek fondello           003775/14;31.12.9999;PLPA
10118907;2-Transporter zbiorczy 2;31.12.9999;PLPA
10118949;1-Pięciowalcarka W9101;31.12.9999;PLPA
10119056;1- Zbiornik mąka TS9210;31.12.9999;PLPA
10119057;1- Zbiornik TS9403;31.12.9999;PLPA
10119058;1- Mikser PP K9402;31.12.9999;PLPA
10119059;1- Mikser KBW K9401;31.12.9999;PLPA
10119060;1- Mikser RAF K9403;31.12.9999;PLPA
10119061;1- Mikser KB2 K9210;31.12.9999;PLPA
10119062;1- Terminal wagowy MicDoc (Reimelt);31.12.9999;PLPA
10119063;1- Zbiornik ciasta PicPoc B9404;31.12.9999;PLPA
10119064;1- Zbiornik ciasta KB2 B9211;31.12.9999;PLPA
10119068;1-Transporter taśmowy;31.12.9999;PLPA
10119169;1-Osprzęt mechaniczny linii;31.12.9999;PLPA
10119170;2-Odkurzacz;31.12.9999;PLPA
10119175;2-Pompy próżniowe     002102;31.12.9999;PLPA
10119186;2-Odkurzacz Wieland 1;31.12.9999;PLPA
10119190;2-Odkurzacz Wieland 2;31.12.9999;PLPA
10119192;2-Odkurzacz Wieland 4;31.12.9999;PLPA
10119194;1-Pakowaczka zbiorcza 4;31.12.9999;PLPA
10119195;1-Pakowaczka zbiorcza 2;31.12.9999;PLPA
10119196;1-Pakowaczka zbiorcza 1;31.12.9999;PLPA
10119197;3-Drukarka Flowpacka 4;31.12.9999;PLPA
10119198;3-Drukarka 4;31.12.9999;PLPA
10119199;3-Dystrybutor kleju / klejarka 4;31.12.9999;PLPA
10119200;3-Drukarka Flowpacka 2;31.12.9999;PLPA
10119202;3-Drukarka 2;31.12.9999;PLPA
10119203;3-Dystrybutor kleju / klejarka 2;31.12.9999;PLPA
10119208;3-Drukarka Flowpacka 1;31.12.9999;PLPA
10119209;3-Dystrybutor kleju / klejarka 1;31.12.9999;PLPA
10119211;3-Drukarka 1;31.12.9999;PLPA
10119214;3-Drukarka 1;31.12.9999;PLPA
10119215;3-Drukarka 4;31.12.9999;PLPA
10119219;1-Rendgen;31.12.9999;PLPA
10119220;1-Pakowaczka Balotion - MIX;31.12.9999;PLPA
10119221;2-Drukarka 1 - MIX;31.12.9999;PLPA
10119222;2-Dystrybutor kleju / klejarka - MIX;31.12.9999;PLPA
10119223;1-Automatyczny oklejacz kartonów 1;31.12.9999;PLPA
10119224;1-Automatyczny oklejacz kartonów 2;31.12.9999;PLPA
10119225;1-Automatyczny oklejacz kartonów 3;31.12.9999;PLPA
10119226;2-Drukarka 2;31.12.9999;PLPA
10119227;2-Drukarka 3;31.12.9999;PLPA
10119228;2-Metaldetektor 2724;31.12.9999;PLPA
10119229;2-Rendgen;31.12.9999;PLPA
10119230;2-Transporter taśmowy;31.12.9999;PLPA
10119231;2-Wykrywacz metali;31.12.9999;PLPA
10119232;2-Pakowarka pozioma 4;31.12.9999;PLPA
10119233;2-Rendgen;31.12.9999;PLPA
10119234;2-Transporter taśmowy;31.12.9999;PLPA
10119235;2-Wykrywacz metali;31.12.9999;PLPA
10119236;2-Transporter taśmowy;31.12.9999;PLPA
10119237;2-Wykrywacz metali;31.12.9999;PLPA
10119238;2-Pakowarka pozioma 6;31.12.9999;PLPA
10125296;1-Zespół transporterów zbiorczych;31.12.9999;PLPA
10125297;1-Automatyczna zgrzewarka folii 1;31.12.9999;PLPA
10125298;3-Zasyp górny 2;31.12.9999;PLPA
10125302;1-Zespół czyszczenia wióra;31.12.9999;PLPA
10125327;2-Wykrywacz metali;31.12.9999;PLPA
10125328;2-Pakowarka pozioma 7;31.12.9999;PLPA
10125329;2-Rendgen;31.12.9999;PLPA
10125621;2-Owijarka;31.12.9999;PLPA
10125623;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125624;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125625;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125627;2-Opasarka;31.12.9999;PLPA
10125632;2-Opasarka;31.12.9999;PLPA
10125633;2-Opasarka Reispoac;31.12.9999;PLPA
10125634;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125635;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125636;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125637;2-Owijarka;31.12.9999;PLPA
10125638;2-Owijarka;31.12.9999;PLPA
10125639;2-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125723;1-Transporter modułowy;31.12.9999;PLPA
10125724;1-Transporter modułowy;31.12.9999;PLPA
10125725;1-System klejenia;31.12.9999;PLPA
10125726;2-Klejarka;31.12.9999;PLPA
10125727;1-Przekładacz;31.12.9999;PLPA
10125728;1-Waga nasypowa;31.12.9999;PLPA
10125729;1-Transporter modułowy;31.12.9999;PLPA
10125730;1-Waga przepływowa(kontrolna);31.12.9999;PLPA
10125731;1-Drukarka;31.12.9999;PLPA
10125732;1-Automatyczny oklejacz kartonów;31.12.9999;PLPA
10125733;1-Drukarka;31.12.9999;PLPA
10125734;1-Zes.transp.zasilających w cukierka;31.12.9999;PLPA
10125837;1-Wibratory 1                     002106;31.12.9999;PLPA
10125838;1-Transporter modułowy;31.12.9999;PLPA
10125839;1-Modular transporter;31.12.9999;PLPA
10125840;1-Przekładacz Linii ważąco pakującej;31.12.9999;PLPA
10125841;1-Waga nasypowa;31.12.9999;PLPA
10125843;1-Transporter modułowy;31.12.9999;PLPA
10125844;1-Waga przepływowa (kontrolna);31.12.9999;PLPA
10125845;1-Transporter modułowy;31.12.9999;PLPA
10125848;1-Etykieciarka 1;31.12.9999;PLPA
10125849;1-Etykieciarka 2;31.12.9999;PLPA
10125850;1-Drukarka;31.12.9999;PLPA
10125851;1-Transporter modułowy zasilania cukierk;31.12.9999;PLPA
10125972;1- Zbiornik Mleko chude TS9209;31.12.9999;PLPA
10125973;1- Zbiornik Mleko chude TS9209;31.12.9999;PLPA
10125974;1- Podajnik wibracyjmy;31.12.9999;PLPA
10125975;1- Zbiornik kakao TS9207;31.12.9999;PLPA
10125976;1- Podajnik wibracyjny;31.12.9999;PLPA
10125977;1- Zbiornik Serwatka TS9204;31.12.9999;PLPA
10125978;1- Podajnik wibracyjny;31.12.9999;PLPA
10125979;1- Zbiornik Cukier TS9208;31.12.9999;PLPA
10125980;1- Podajnik wibracyjny;31.12.9999;PLPA
10125981;1- Mikser K9501;31.12.9999;PLPA
10125982;1- Dwuwalcarka VW9501;31.12.9999;PLPA
10125983;1- Pięciowalcarka W9308;31.12.9999;PLPA
10125984;1- Pięciowalcarka W9306;31.12.9999;PLPA
10125985;1- Transporter 400;31.12.9999;PLPA
10125986;1- Plastyfikator;31.12.9999;PLPA
10125987;1- Plastyfikator VE9305;31.12.9999;PLPA
10125988;2- Zeppelin dozujący aromaty;31.12.9999;PLPA
10125989;2- Zeppelin dozujący aromaty;31.12.9999;PLPA
10125990;1- Kompresor C801;31.12.9999;PLPA
10125991;1- Kompresor C802;31.12.9999;PLPA
10125992;1- Kompresor C803;31.12.9999;PLPA
10125993;1- Młynek germo;31.12.9999;PLPA
10125994;1- Dozownik zeppelin;31.12.9999;PLPA
10125995;1- Dozownik zeppelin;31.12.9999;PLPA
10125996;1- Dozownik zeppelin;31.12.9999;PLPA
10125997;1- Plastyfikator VE9301;31.12.9999;PLPA
10126004;3- Magazynek wafla 1;31.12.9999;PLPA
10126005;3- Magazynek wafla 3;31.12.9999;PLPA
10126024;2-Transporter pionowy tac       005098/6;31.12.9999;PLPA
10126072;1-Osuszacz i sprężarki;31.12.9999;PLPA
10126073;3- Przesiewacz wibracyjny PENTA;31.12.9999;PLPA
10126074;2-Kompr. mąka - silos zb. dobowy (GM25S);31.12.9999;PLPA
10126075;2-Kompresor - trans. surów. syp. (GM15L);31.12.9999;PLPA
10126076;2-Kompresor - rozładunek cystern (D24H);31.12.9999;PLPA
10126077;2-Osuszacz - rozładunek cystern;31.12.9999;PLPA
10126078;2-Osuszacz - przewietrzanie silosów;31.12.9999;PLPA
10126079;2-Osuszacz - transport surowców sypkich;31.12.9999;PLPA
10126080;2-Dozowanie surowców sypkich MĄKA + Wit.;31.12.9999;PLPA
10126081;2-Zbiornik dobowy MĄKI;31.12.9999;PLPA
10126082;2-Waga mąki;31.12.9999;PLPA
10126083;2-Zbiornik ważonej mąki;31.12.9999;PLPA
10126084;2-Filtr powietrza;31.12.9999;PLPA
10126085;2-Dozowanie surowców sypkich SÓL;31.12.9999;PLPA
10126086;2-Zbiornik soli;31.12.9999;PLPA
10126087;2-Waga soli;31.12.9999;PLPA
10126088;2-Przenośnik dozowania soli;31.12.9999;PLPA
10126089;2-Filtr powietrza;31.12.9999;PLPA
10126090;2-Dozowanie surowców sypkich PROTEMIX;31.12.9999;PLPA
10126091;2-Zbiornik protemixu;31.12.9999;PLPA
10126092;2-Waga protemixu;31.12.9999;PLPA
10126093;2-Przenośnik dozowania protemixu;31.12.9999;PLPA
10126094;2-Filtr powietrza;31.12.9999;PLPA
10126095;2-Dozowanie surowców sypkich MLEKO;31.12.9999;PLPA
10126096;2-Zbiornik mleka;31.12.9999;PLPA
10126097;2-Waga mleka;31.12.9999;PLPA
10126098;2-Przenośnik dozowania mleka;31.12.9999;PLPA
10126099;2-Filtr powietrza;31.12.9999;PLPA
10126100;2-Dozowanie surowców sypkich MIX;31.12.9999;PLPA
10126101;2-Zbiornik MIX;31.12.9999;PLPA
10126102;2-System ważenia MIX;31.12.9999;PLPA
10126103;2-Dozowanie MIX;31.12.9999;PLPA
10126104;2-Filtr powietrza MIX;31.12.9999;PLPA
10126105;1-Dozowanie surowców sypkich;31.12.9999;PLPA
10126106;2-Winda towarowa;31.12.9999;PLPA
10126107;1-Dozowanie surowców płynnych;31.12.9999;PLPA
10126108;2-Ukł. przyg. i dozow. wody demineraliz;31.12.9999;PLPA
10126109;2-Ukł. przyg. i dozow. LECYTYNA 1 (nd);31.12.9999;PLPA
10126110;2-Ukł. przyg. i dozow. MALTO. 1;31.12.9999;PLPA
10126111;2-Ukł. przyg. i dozow. LECYTYNA 2;31.12.9999;PLPA
10126112;2-Ukł. przyg. i dozow. MALTO. 2 (nd);31.12.9999;PLPA
